hgnc_symbol	hgnc_id
FBXL7	HGNC:13604
DCLK1	HGNC:2700
RPS23P5	HGNC:35726
PMCHL1	HGNC:9110
CAPZA1P3	HGNC:54564
VDAC1P1	HGNC:12671
WDR82P1	HGNC:32447
RPL6P29	HGNC:36382
WBP11P3	HGNC:54789
ATP5MKP1	HGNC:31716
ASS1P1	HGNC:759
LINC00879	HGNC:48566
HNRNPA1P27	HGNC:39545
TMEM170B	HGNC:34244
LINC02220	HGNC:53087
NBAT1	HGNC:49075
HPRT1P2	HGNC:5160
CITED1	HGNC:1986
MARK2P5	HGNC:39796
FTH1P10	HGNC:3980
LINC02226	HGNC:53095
LNC-LBCS	HGNC:54418
FBXL6	HGNC:13603
ANKRD33B	HGNC:35240
C10orf67	HGNC:28716
NOS2P2	HGNC:7874
FUNDC2P4	HGNC:37971
CCDC177	HGNC:23243
TSPO	HGNC:1158
SPEF2	HGNC:26293
LINC01303	HGNC:50470
RPS4XP11	HGNC:37013
AKR1C4	HGNC:387
C14orf28	HGNC:19834
EFNB2	HGNC:3227
IGBP1-AS2	HGNC:40294
PSMC1P11	HGNC:39786
NOX1	HGNC:7889
DNAJB6P2	HGNC:54755
LINC00581	HGNC:43840
JARID2-DT	HGNC:55240
EEF1E1-BLOC1S5	HGNC:49187
DPYSL2	HGNC:3014
DGKH	HGNC:2854
RPL35P8	HGNC:36158
PPIAP29	HGNC:43021
MRPL42P2	HGNC:29711
LINC00518	HGNC:28626
INPP5J	HGNC:8956
DCAF4	HGNC:20229
ADCK5	HGNC:21738
KDM1B	HGNC:21577
LINC01982	HGNC:52812
TUBB1	HGNC:16257
MALRD1	HGNC:24331
ATP5F1E	HGNC:838
COLEC12	HGNC:16016
MTCO1P3	HGNC:39604
COL18A1-AS2	HGNC:40155
COL18A1-AS1	HGNC:23132
MIR6815	HGNC:50225
SLC19A1	HGNC:10937
PRELID3B	HGNC:15892
LINC01517	HGNC:51212
RUVBL1	HGNC:10474
NUDT10	HGNC:17621
TWSG1-DT	HGNC:55329
CPSF1	HGNC:2324
LINC01892	HGNC:52711
ABT1	HGNC:17369
ARHGAP28-AS1	HGNC:55320
ST8SIA6	HGNC:23317
USP37P1	HGNC:55020
LINC01928	HGNC:52750
RPS7P14	HGNC:36602
FOXN3P2	HGNC:54995
BLOC1S5-TXNDC5	HGNC:42001
RPS6P26	HGNC:36713
SLC25A3P3	HGNC:43785
MAGEE1	HGNC:24934
MORF4L1P6	HGNC:39258
ATG4AP1	HGNC:44081
TCEAL9	HGNC:30084
LINC00526	HGNC:28278
MRPS16P2	HGNC:16541
GDF5-AS1	HGNC:33435
PPIAP14	HGNC:9267
CHMP1B	HGNC:24287
GDF5	HGNC:4220
SPTLC1P2	HGNC:39669
PIP5K1P1	HGNC:28372
BMP6	HGNC:1073
BUD31P2	HGNC:51562
PAICSP7	HGNC:38100
IMPA2	HGNC:6051
RPSAP8	HGNC:31462
GAD2	HGNC:4093
PBDC1	HGNC:28790
MIR1289-1	HGNC:35281
CEP250	HGNC:1859
COL18A1	HGNC:2195
TXNDC5	HGNC:21073
MRPS22P1	HGNC:29757
DIAPH2-AS1	HGNC:16972
RNF19BPX	HGNC:38484
RTL3	HGNC:22997
LINC02209	HGNC:27827
JKAMP	HGNC:20184
POMPP1	HGNC:55007
BRAFP1	HGNC:18615
NUDT19P2	HGNC:43586
SERBP1P4	HGNC:44631
USP12PX	HGNC:21410
PDK1P2	HGNC:55004
MTND6P2	HGNC:39465
HSPD1P15	HGNC:35130
LINC02146	HGNC:53006
MTHFD2P6	HGNC:48864
HSPA8P13	HGNC:44928
RNU6-823P	HGNC:47786
EEFSEC	HGNC:24614
ADAM7-AS1	HGNC:56152
RICTOR	HGNC:28611
IGHD4OR15-4B	HGNC:5507
BMS1P16	HGNC:49161
ZNF322	HGNC:23640
THBS1-AS1	HGNC:55224
NF1P2	HGNC:38664
SLC25A37	HGNC:29786
PDCD6IPP1	HGNC:49872
DLGAP1	HGNC:2905
IGHV1OR15-9	HGNC:5569
TGIF2LX	HGNC:18570
ST13P18	HGNC:38861
ACTR3P2	HGNC:38676
KRT18P11	HGNC:6431
NBDY	HGNC:50713
ARMH2	HGNC:49394
DZIP1	HGNC:20908
RPL6P18	HGNC:36911
DUSP4	HGNC:3070
VN1R13P	HGNC:18723
HDGFL1	HGNC:21095
TUBAP11	HGNC:54878
KPNB1P1	HGNC:55029
MIR5689HG	HGNC:52007
DLGAP5P2	HGNC:55016
RPL6P17	HGNC:36914
KIF4CP	HGNC:13340
IGHD3OR15-3A	HGNC:5500
FOXQ1	HGNC:20951
OOEPP1	HGNC:54933
RNF182	HGNC:28522
MKX	HGNC:23729
ZFYVE19	HGNC:20758
HMGB1P32	HGNC:39123
SH3BGRL	HGNC:10823
ERI1	HGNC:23994
EEF1A1P40	HGNC:37918
RPL7AP36	HGNC:36356
GTF3C6P1	HGNC:55023
TRAPPC13P1	HGNC:50347
RPP40	HGNC:20992
CSGALNACT2P1	HGNC:55033
TTLL1-AS1	HGNC:40111
HK2P1	HGNC:4924
GDF2	HGNC:4217
ATP5MC2P4	HGNC:42188
SCUBE1-AS2	HGNC:40633
TRMT2B	HGNC:25748
LINC00207	HGNC:37255
HSD17B7P2	HGNC:28120
LINC02949	HGNC:55964
MBOAT4	HGNC:32311
RHOJ	HGNC:688
EP300	HGNC:3373
DOCK5	HGNC:23476
C20orf173	HGNC:16166
SUCLA2	HGNC:11448
MIR939	HGNC:33682
MIR1234	HGNC:33926
MIR6849	HGNC:49991
SLC39A4	HGNC:17129
RPL36P4	HGNC:16569
FER1L4	HGNC:15801
ODAD2	HGNC:25583
SOCS4	HGNC:19392
KCNH5	HGNC:6254
NSA2P3	HGNC:54582
HNRNPA1P26	HGNC:39544
BRDTP1	HGNC:51447
LRRFIP2P1	HGNC:54992
NDUFA5P7	HGNC:48849
TDGF1P4	HGNC:11704
TEX13B	HGNC:11736
LINC02543	HGNC:53577
DEK	HGNC:2768
BRD7P1	HGNC:19923
HNRNPDLP1	HGNC:48752
C3orf49P1	HGNC:55036
RN7SKP205	HGNC:45929
VDAC1P3	HGNC:37478
XRCC6P5	HGNC:45187
LINC00596	HGNC:23167
UQCRBP1	HGNC:12583
XKRX	HGNC:29845
DHRS4-AS1	HGNC:23175
PWRN2	HGNC:33236
MAGEE2	HGNC:24935
TERF1P4	HGNC:38500
SERBP1P1	HGNC:32247
CCNB1IP1P3	HGNC:37695
MKRN4P	HGNC:7115
ATP10A-DT	HGNC:55434
NT5DC1P1	HGNC:55018
GOLGA8CP	HGNC:32375
SLC6A14	HGNC:11047
MTRF1LP2	HGNC:50612
GSDMC	HGNC:7151
DHRS4	HGNC:16985
IGHD1OR15-1B	HGNC:5488
VPS28	HGNC:18178
SUSD6	HGNC:19956
SINHCAFP3	HGNC:19896
ANP32AP1	HGNC:42949
LINC02948	HGNC:55963
HMBOX1-IT1	HGNC:43632
BMF	HGNC:24132
LINC01521	HGNC:26029
CCT3P1	HGNC:35129
HMGB1P23	HGNC:39114
DNAJB7	HGNC:24986
IGLV3-13	HGNC:5899
JTBP1	HGNC:39180
RBX1	HGNC:9928
XK	HGNC:12811
PARP1P2	HGNC:276
AKR1B1P5	HGNC:20002
DEFB131D	HGNC:38061
MED14OS	HGNC:40162
PTTG4P	HGNC:20055
RAP1AP	HGNC:9856
SERPINA7P1	HGNC:44398
RPL34P36	HGNC:55008
RBM8B	HGNC:13426
RANBP1P1	HGNC:54908
PCNX4-DT	HGNC:55447
EZHIP	HGNC:33738
UCHL3	HGNC:12515
IGLJ6	HGNC:5868
RPL7AP6	HGNC:19785
YES1P1	HGNC:12842
NLRP2B	HGNC:29887
TUBBP3	HGNC:18192
RPL10P18	HGNC:52349
AP2B1P1	HGNC:55017
ZNF770	HGNC:26061
LEPROTL1	HGNC:6555
ARHGAP6	HGNC:676
NCOA4P1	HGNC:20022
SIPA1L1-AS1	HGNC:55432
PLA2G3	HGNC:17934
LINC02895	HGNC:55422
RPL21P7	HGNC:19772
TVP23BP1	HGNC:31127
CHEK2P5	HGNC:43581
BNIP3P5	HGNC:39658
FUT8-AS1	HGNC:44294
LINC02853	HGNC:54390
RPL23AP71	HGNC:36908
ITGA8	HGNC:6144
PATZ1	HGNC:13071
SLC20A1P3	HGNC:42538
HERC2P3	HGNC:4871
EGLN3	HGNC:14661
LINC00240	HGNC:18772
MIR548A1HG	HGNC:53539
LINC01622	HGNC:27768
ADRA1A	HGNC:277
COP1P1	HGNC:31900
STMND1	HGNC:44668
LMO7-AS1	HGNC:50277
FAM3B	HGNC:1253
FAM204CP	HGNC:42012
RN7SKP9	HGNC:42627
ASNSP6	HGNC:49876
H2AZP3	HGNC:38013
GPR183	HGNC:3128
RAB31	HGNC:9771
THAP12P5	HGNC:39569
GUSBP2	HGNC:18792
SNORA31	HGNC:32621
TAF11L11	HGNC:53854
RCN1P2	HGNC:39204
LINC02239	HGNC:27969
SLC25A30	HGNC:27371
IGLC6	HGNC:5860
LINC00899	HGNC:48583
PLCXD3	HGNC:31822
EFCAB6-AS1	HGNC:39999
RPL37P1	HGNC:16337
NDUFS3	HGNC:7710
DUSP26	HGNC:28161
SHISAL1	HGNC:29335
FXYD6P1	HGNC:4031
CDYL-AS1	HGNC:40142
CICP9	HGNC:37758
HNRNPRP1	HGNC:44907
LINC02658	HGNC:54144
SLC9B1P3	HGNC:43582
RN7SKP271	HGNC:45995
RNU6-759P	HGNC:47722
LINC02114	HGNC:52968
RBM12	HGNC:9898
SCUBE1-AS1	HGNC:40635
IGLJ5	HGNC:5867
LINC02111	HGNC:52966
BTN2A1	HGNC:1136
SLC39A12	HGNC:20860
LINC01656	HGNC:52444
LINC02306	HGNC:53225
XPNPEP3	HGNC:28052
MTND5P41	HGNC:51972
SPTSSA	HGNC:20361
NKX3-1	HGNC:7838
LINC02241	HGNC:53126
DHRS4L1	HGNC:19732
FITM2	HGNC:16135
UBE2CP2	HGNC:43551
LINC00470	HGNC:1225
R3HDML-AS1	HGNC:55830
CARMIL3	HGNC:20272
ATP6V1B2	HGNC:854
FOS	HGNC:3796
HNF4A-AS1	HGNC:49505
LINC01620	HGNC:16195
RPL37AP1	HGNC:16548
TTPAL	HGNC:16114
THBS1	HGNC:11785
MYCLP2	HGNC:48924
TATDN2P1	HGNC:39254
SLC25A30-AS1	HGNC:42795
GTF3AP2	HGNC:49745
TPT1	HGNC:12022
HNRNPUP1	HGNC:19931
RPL9P6	HGNC:19798
NXF3	HGNC:8073
PLEKHD1	HGNC:20148
IGLC5	HGNC:5859
ADAMTS1	HGNC:217
ZNRF3	HGNC:18126
PTPMT1	HGNC:26965
ZNF415P1	HGNC:49869
LINC00840	HGNC:44987
COX6CP3	HGNC:31721
SERINC3	HGNC:11699
AQR	HGNC:29513
CHMP1B-AS1	HGNC:52778
YBX1P1	HGNC:8015
LINC01254	HGNC:49870
OR2E1P	HGNC:15507
KBTBD4	HGNC:23761
CUBNP1	HGNC:44983
YES1	HGNC:12841
LINC02561	HGNC:53601
LTBP2	HGNC:6715
ANKH-DT	HGNC:55234
HIVEP1	HGNC:4920
KCTD9	HGNC:22401
LINC01019	HGNC:27742
AMD1P1	HGNC:44898
CPNE6	HGNC:2319
LINC02123	HGNC:52980
PACSIN2	HGNC:8571
ZFR	HGNC:17277
ZFAND4	HGNC:23504
ABHD13	HGNC:20293
RNA5SP39	HGNC:42615
HCFC2P1	HGNC:39815
ZFP1	HGNC:23328
RNU5E-10P	HGNC:42533
FAM180B	HGNC:34451
ESD	HGNC:3465
C1QTNF4	HGNC:14346
RPS4XP18	HGNC:36170
MTCH2	HGNC:17587
PKIG	HGNC:9019
VN1R12P	HGNC:18722
CTRB2	HGNC:2522
MAPRE2	HGNC:6891
CTRB1	HGNC:2521
GFOD1	HGNC:21096
ATG4A	HGNC:16489
RNF170	HGNC:25358
NRSN1	HGNC:17881
BCAR1	HGNC:971
MIS18A	HGNC:1286
HTR2A	HGNC:5293
MIS18A-AS1	HGNC:40106
MRAP-AS1	HGNC:40108
MRAP	HGNC:1304
HTR2A-AS1	HGNC:40289
DIAPH3-AS2	HGNC:39916
ZNF519P3	HGNC:50787
RNY4P28	HGNC:42496
LINC00434	HGNC:42769
TARDBPP2	HGNC:39848
GJD2	HGNC:19154
RNA5SP31	HGNC:42607
EIF4A1P6	HGNC:37925
LINC01668	HGNC:52456
TDRD3	HGNC:20612
TTBK2-AS1	HGNC:55598
JARID2	HGNC:6196
WDR4	HGNC:12756
LINC02675	HGNC:54169
RPL17P33	HGNC:36654
RPL21P93	HGNC:35646
LOXL2	HGNC:6666
AGBL2	HGNC:26296
MYO3A	HGNC:7601
RN7SL156P	HGNC:46172
TLDC2	HGNC:16112
ELOVL2	HGNC:14416
RNU6-71P	HGNC:42561
SPART	HGNC:18514
MRPL35P1	HGNC:29705
MTCO2P33	HGNC:52162
POM121L6P	HGNC:31343
RPS3AP3	HGNC:16537
RPS27AP3	HGNC:16538
RN7SL443P	HGNC:46459
OSER1	HGNC:16105
LINC00589	HGNC:32299
PPIAP57	HGNC:53681
JPH2	HGNC:14202
LZTS1	HGNC:13861
LINC01255	HGNC:49871
SLC38A9	HGNC:26907
ISCA2	HGNC:19857
NRL	HGNC:8002
RPL10AP2	HGNC:31081
RNU6-743P	HGNC:47706
CDCA2	HGNC:14623
EIF4EBP2P1	HGNC:16596
SRSF6	HGNC:10788
PPP4R1-AS1	HGNC:51112
BOD1P2	HGNC:51436
JDP2	HGNC:17546
PCK2	HGNC:8725
RNU6-1251P	HGNC:48214
AWAT2	HGNC:23251
KLHL14	HGNC:29266
IFT52	HGNC:15901
OR1Q1BP	HGNC:55113
ZNF519P2	HGNC:50786
EIF2AK4	HGNC:19687
TBC1D22A-AS1	HGNC:51221
IGLC7	HGNC:5861
IGLJ7	HGNC:5869
DLGAP1-AS5	HGNC:27586
HNRNPA1P37	HGNC:48766
PSMD10	HGNC:9555
OR2W1-AS1	HGNC:50896
LINC01478	HGNC:51121
RPL27AP	HGNC:16250
MYBL2	HGNC:7548
RNU6-816P	HGNC:47779
SPATA7	HGNC:20423
NDUFV3	HGNC:7719
MIR5571	HGNC:43513
RN7SKP131	HGNC:45855
ACTR3BP6	HGNC:38683
RNA5SP495	HGNC:43395
RNA5SP494	HGNC:43394
MIR650	HGNC:32906
MIR3928	HGNC:38933
RNU6-1066P	HGNC:48029
RNU6-338P	HGNC:47301
RN7SKP169	HGNC:45893
RNU6-1128P	HGNC:48091
RN7SL20P	HGNC:46036
FNBP4	HGNC:19752
RNA5SP496	HGNC:43396
RNU6-201P	HGNC:47164
SPART-AS1	HGNC:39933
RNU6-28P	HGNC:34272
PAICSP4	HGNC:38097
MIR5739	HGNC:49977
MIR3619	HGNC:38998
MIR6818	HGNC:49940
MIR7109	HGNC:50122
SNORD83A	HGNC:17131
MIR6821	HGNC:49980
SNORD83B	HGNC:17132
RPL23P10	HGNC:36177
SNORD43	HGNC:10182
MIR1249	HGNC:35315
RN7SKP252	HGNC:45976
MTCYBP19	HGNC:51971
RNU6-1161P	HGNC:48124
MIR4535	HGNC:41629
MIR3201	HGNC:38235
MIR3667	HGNC:38990
MIR4762	HGNC:41603
GABPA	HGNC:4071
RNA5SP497	HGNC:43397
EDN1	HGNC:3176
PSME2P5	HGNC:30158
MIR4766	HGNC:41680
ZDHHC2	HGNC:18469
RNU6-379P	HGNC:47342
PSMC1P13	HGNC:39788
RN7SL633P	HGNC:46649
ATXN8OS	HGNC:10561
MIR1281	HGNC:35359
RN7SKP214	HGNC:45938
IGLCOR22-1	HGNC:15696
LINC01543	HGNC:51310
SLC5A4-AS1	HGNC:53163
STK24	HGNC:11403
GTSF1L	HGNC:16198
BNIP3P3	HGNC:39656
CPSF1P1	HGNC:19251
GPX5	HGNC:4557
CST9	HGNC:13261
RFPL3	HGNC:9980
PGDP1	HGNC:8892
SIRPB1	HGNC:15928
AQP4-AS1	HGNC:26399
TUSC2P2	HGNC:53818
NRK	HGNC:25391
IGLCOR22-2	HGNC:15697
RFPL3S	HGNC:9981
EIF2AP4	HGNC:39498
ZNF22-AS1	HGNC:23509
RNA5SP340	HGNC:43240
YPEL5P2	HGNC:50556
E2F3-IT1	HGNC:41329
FTLP19	HGNC:37969
SMIM13	HGNC:27356
ZNF33CP	HGNC:30957
MSRB2	HGNC:17061
IGLVIVOR22-2	HGNC:15695
NDUFV2	HGNC:7717
RTCB	HGNC:26935
MRPL48P1	HGNC:21379
RBM24	HGNC:21539
ATP5F1AP1	HGNC:827
LRCH2	HGNC:29292
FAM74A6	HGNC:34036
CLIC6	HGNC:2065
ELAVL2	HGNC:3313
DCAF11	HGNC:20258
OTOR	HGNC:8517
GABRB3	HGNC:4083
MTMR7	HGNC:7454
FAM238A	HGNC:17776
CCNYL2	HGNC:23495
PIGP	HGNC:3046
SRXN1	HGNC:16132
DTD1	HGNC:16219
TCERG1P2	HGNC:55057
XYLT1	HGNC:15516
KRT18P38	HGNC:33407
DDX18P3	HGNC:33966
RPL18AP14	HGNC:36624
TUBAP6	HGNC:54873
KCTD9P5	HGNC:49914
FUNDC1	HGNC:28746
CDH10	HGNC:1749
SSR1	HGNC:11323
RCBTB2	HGNC:1914
PTF1A	HGNC:23734
MPPE1	HGNC:15988
PINCR	HGNC:53590
OSBPL2	HGNC:15761
CCNB3	HGNC:18709
YWHAH	HGNC:12853
PRTFDC1	HGNC:23333
PTGER4P2	HGNC:9598
PCMTD1	HGNC:30483
TMEM252-DT	HGNC:54377
C3orf52	HGNC:26255
KCNE2	HGNC:6242
TPTE	HGNC:12023
RBM17P2	HGNC:50367
PTGER4P3	HGNC:38498
RN7SL305P	HGNC:46321
YWHAH-AS1	HGNC:23051
FAM74A4	HGNC:32032
GRHPR	HGNC:4570
TAF11L3	HGNC:53846
ASPHD2	HGNC:30437
ACTRT1P1	HGNC:55127
NLRP3P1	HGNC:29886
PPIAP77	HGNC:53701
RAB40AL	HGNC:25410
POU3F4	HGNC:9217
SRRD	HGNC:33910
EIF3JP1	HGNC:55005
GPX8	HGNC:33100
SNX3P1X	HGNC:41516
FAM236C	HGNC:52641
GCSAM	HGNC:20253
VENTXP5	HGNC:32214
P2RY10	HGNC:19906
MTND6P20	HGNC:39483
PROSER2	HGNC:23728
BNIP3L	HGNC:1085
TPT1P13	HGNC:49304
KRT8P17	HGNC:33369
TFIP11	HGNC:17165
KRBOX4	HGNC:26007
ISL1	HGNC:6132
RPL36AP55	HGNC:44939
HIRAP1	HGNC:44916
CTSLP2	HGNC:2540
EIF3LP2	HGNC:24657
LINC00841	HGNC:27430
LINC00609	HGNC:43960
CYCSP1	HGNC:20095
TPT1P10	HGNC:49301
NUTF2P5	HGNC:50454
LINC02672	HGNC:54159
TOGARAM1	HGNC:19959
SLITRK1	HGNC:20297
MKX-AS1	HGNC:50686
FOXF2	HGNC:3810
AGAP10P	HGNC:23659
ALOX5AP	HGNC:436
LINC00838	HGNC:44963
ZBED9-AS1	HGNC:55596
HSPA8P3	HGNC:44918
UQCRFS1P3	HGNC:39173
C5orf34-AS1	HGNC:41061
SOX4	HGNC:11200
ENKUR	HGNC:28388
EFNB1	HGNC:3226
LINC02533	HGNC:53566
ANKH	HGNC:15492
FGF14	HGNC:3671
TBILA	HGNC:53943
CDKAL1	HGNC:21050
SLC9C1	HGNC:31401
SLC14A2-AS1	HGNC:51125
CNTNAP3P2	HGNC:49589
RPS4X	HGNC:10424
OR4H6P	HGNC:8312
POTEB2	HGNC:48327
CISD1	HGNC:30880
TRPM6	HGNC:17995
IFT88	HGNC:20606
LINC02522	HGNC:53541
KIF13B	HGNC:14405
DCDC2	HGNC:18141
ADH5P5	HGNC:54523
LINC02119	HGNC:52975
PRELID3BP4	HGNC:49066
TPST2	HGNC:12021
PPWD1	HGNC:28954
KRT18P68	HGNC:48895
MDH1P1	HGNC:54968
RPL26P27	HGNC:36735
MTCYBP31	HGNC:51997
PABPC1L2B-AS1	HGNC:50345
DNAJC1	HGNC:20090
PPP1R2C	HGNC:16324
PHB1P10	HGNC:39289
IGHV1OR15-2	HGNC:5564
DLG3	HGNC:2902
ID4	HGNC:5363
MYL12BP1	HGNC:51649
DPH6	HGNC:30543
MIR548J	HGNC:35276
HMGB1P10	HGNC:4994
CRYBB1	HGNC:2397
RUBCNL	HGNC:20420
SYNJ1	HGNC:11503
MRPL50P4	HGNC:29722
HNRNPA3P1	HGNC:13729
UQCRHP3	HGNC:38046
GPN3P1	HGNC:44914
CTSLP4	HGNC:23645
CUBNP3	HGNC:44985
CRYBA4	HGNC:2396
SLC25A16	HGNC:10986
TWIST2	HGNC:20670
RPLP0P10	HGNC:35991
OR11J5P	HGNC:31238
BMF-AS1	HGNC:53612
C15orf62	HGNC:34489
C1QTNF6	HGNC:14343
MRPS35P3	HGNC:29770
SPRED1	HGNC:20249
PROSER2-AS1	HGNC:27343
UBE2V2P1	HGNC:44885
MYL6P3	HGNC:37812
PHYHIPL	HGNC:29378
AP5M1	HGNC:20192
FITM1	HGNC:33714
SSTR3	HGNC:11332
TMTC4	HGNC:25904
PSME1	HGNC:9568
GAPDHP55	HGNC:38561
TMPRSS6	HGNC:16517
SGMS1-AS1	HGNC:49683
FMN1	HGNC:3768
GRM5P1	HGNC:55419
SNX18P27	HGNC:39635
VN1R54P	HGNC:37374
IDI1P2	HGNC:54667
NAMPTP1	HGNC:17633
GCSHP1	HGNC:43922
HOOK3	HGNC:23576
ANKRD54P1	HGNC:39214
NNT-AS1	HGNC:49005
RPL21P8	HGNC:19779
TRIM51FP	HGNC:43966
TMEM63C	HGNC:23787
AK4P2	HGNC:39066
ASCC1	HGNC:24268
ATPSCKMT	HGNC:27029
R3HDML	HGNC:16249
RIMS4	HGNC:16183
LINC02958	HGNC:55981
FBXO4	HGNC:13583
CELF4	HGNC:14015
HAR1B	HGNC:33118
INTS10	HGNC:25548
HAR1A	HGNC:33117
THBS1-IT1	HGNC:55225
NF1P1	HGNC:7772
SGSM2	HGNC:29026
MIR124-3	HGNC:31504
YTHDF1	HGNC:15867
PPP1R11P2	HGNC:16327
CYLC1	HGNC:2582
HMX1	HGNC:5017
SLC35F4	HGNC:19845
OOSP1	HGNC:49233
NUTF2P6	HGNC:50455
GABRG3-AS1	HGNC:40249
OOSP4A	HGNC:53904
OOSP4B	HGNC:53905
VEZTP1	HGNC:54949
VPS39-DT	HGNC:55378
IGHD3OR15-3B	HGNC:5501
RIPPLY1	HGNC:25117
BIRC7	HGNC:13702
OOSP2	HGNC:26699
GABPB1-IT1	HGNC:25469
FSIP1	HGNC:21674
LINC02284	HGNC:53201
ATP5F1AP10	HGNC:37668
FKBP4P7	HGNC:50376
LINC01148	HGNC:27507
NPR3	HGNC:7945
EPSTI1	HGNC:16465
BMP4	HGNC:1071
MTND4P31	HGNC:42218
PGAM4P1	HGNC:42465
FDPSP5	HGNC:3636
PAX5	HGNC:8619
GABRG3	HGNC:4088
RNU6-954P	HGNC:47917
NF1P3	HGNC:7766
DPRXP6	HGNC:32172
PPP6R2P1	HGNC:39605
FRG2MP	HGNC:51799
MTND6P13	HGNC:39476
ANKRD20A18P	HGNC:23756
RNA5SP488	HGNC:43388
MIR3196	HGNC:38198
H2AL1MP	HGNC:53961
ERLEC1P1	HGNC:38012
NKAIN4	HGNC:16191
EEF1A1P30	HGNC:37906
RBM11	HGNC:9897
CXorf38	HGNC:28589
DNAJC8	HGNC:15470
LINC02296	HGNC:53212
FTH1P13	HGNC:3983
PTBP1P	HGNC:20030
HNRNPA1P71	HGNC:48801
RPL21P11	HGNC:19800
EIF4EBP2P2	HGNC:49317
OR7E159P	HGNC:31312
LINC02302	HGNC:53221
SNX18P23	HGNC:39631
RPA2P1	HGNC:19676
MTCO3P39	HGNC:52142
MTND3P22	HGNC:52168
EMC9	HGNC:20273
EIF3LP1	HGNC:20010
EIF4BP1	HGNC:19929
COILP1	HGNC:19927
TRAJ50	HGNC:12082
HSPA13	HGNC:11375
RPL18P1	HGNC:19673
MTCYBP23	HGNC:51980
FKBP1BP1	HGNC:52378
ATP5IF1	HGNC:871
RPL36P18	HGNC:36856
PRELID1P4	HGNC:43889
EEF1A1P29	HGNC:37904
SRSF5	HGNC:10787
SFR1P1	HGNC:51531
PCBP2P1	HGNC:8649
GGTLC4P	HGNC:33428
PSMG1	HGNC:3043
LINC02405	HGNC:53333
TCEAL7	HGNC:28336
POM121L9P	HGNC:30080
LINC02120	HGNC:27971
TNFRSF19	HGNC:11915
ARFGAP1	HGNC:15852
SESN2	HGNC:20746
PART1	HGNC:17263
DNAAF4-CCPG1	HGNC:43019
SPECC1L	HGNC:29022
HMGN1P35	HGNC:39379
ARL5AP5	HGNC:55001
TMEM230P1	HGNC:55043
SPRING1P1	HGNC:44986
RPL26P28	HGNC:35776
RBP3	HGNC:9921
MED18	HGNC:25944
TMEM184CP1	HGNC:55010
BEX1	HGNC:1036
TAF11L8	HGNC:53851
RYR3-DT	HGNC:51417
TAF11L9	HGNC:53852
PSME2	HGNC:9569
HSPB3	HGNC:5248
RPL7AP72	HGNC:36442
NLRP7P1	HGNC:55131
IMPDH1P4	HGNC:33959
RHOXF1P1	HGNC:51580
LINC02213	HGNC:53080
ARHGAP12	HGNC:16348
COX6B1P4	HGNC:2284
GCNT1P2	HGNC:37972
DCAF8L1	HGNC:31810
FST	HGNC:3971
DCTN6	HGNC:16964
RPL22P22	HGNC:36109
H3P44	HGNC:42981
PRTG	HGNC:26373
RPL31P63	HGNC:35666
SPIN4	HGNC:27040
RRM2P3	HGNC:10455
COL4A2-AS2	HGNC:39849
ANKFY1	HGNC:20763
PCNAP3	HGNC:43736
COL4A2-AS1	HGNC:40156
RAB20	HGNC:18260
RPL7P55	HGNC:36105
MTCO1P53	HGNC:52118
PRPF4BP1	HGNC:55055
CARS2	HGNC:25695
DCAF12L2	HGNC:32950
DNAJC18	HGNC:28429
H3P19	HGNC:54453
TAF11L7	HGNC:53850
UQCRBP3	HGNC:39033
BRWD1	HGNC:12760
TAF11L2	HGNC:53845
MRPS30	HGNC:8769
TMEM30BP1	HGNC:55058
RAD51	HGNC:9817
COX6CP12	HGNC:49364
NCKAP1P1	HGNC:55028
DEFT1P	HGNC:18339
OTUD6A	HGNC:32312
UBE2V1P16	HGNC:55086
AKAIN1	HGNC:28285
SLC14A2	HGNC:10919
PPP2R2A	HGNC:9304
THOC2	HGNC:19073
CAP2P1	HGNC:20142
GHR	HGNC:4263
FUT8	HGNC:4019
TOLLIP	HGNC:16476
SPECC1L-ADORA2A	HGNC:49185
ADORA2A	HGNC:263
RNU5B-4P	HGNC:34184
ECSCR	HGNC:35454
OR7E55P	HGNC:8430
EVA1CP5	HGNC:55739
LSP1P2	HGNC:39717
RALBP1	HGNC:9841
ALG1L6P	HGNC:44375
FAM86DP	HGNC:32659
SMIM33	HGNC:53645
BOLA2P3	HGNC:51439
STING1	HGNC:27962
ADORA2A-AS1	HGNC:37122
MIR7703	HGNC:50271
RNF31	HGNC:16031
ZZEF1	HGNC:29027
SSU72P7	HGNC:43626
UPB1	HGNC:16297
KCNQ1OT1	HGNC:6295
SSU72P3	HGNC:43622
TOLLIP-DT	HGNC:27403
SSU72P5	HGNC:43624
WBP11P1	HGNC:26250
LINC02018	HGNC:52853
MUC5B	HGNC:7516
KIF13A	HGNC:14566
SS18	HGNC:11340
ING1	HGNC:6062
MIR3168	HGNC:38249
RN7SL597P	HGNC:46613
KBTBD6	HGNC:25340
CALM2P3	HGNC:1448
KBTBD7	HGNC:25266
MORF4L1P4	HGNC:39257
MTRF1	HGNC:7469
SNRPD3	HGNC:11160
MINDY2-DT	HGNC:55889
ACTC1	HGNC:143
SPIN3	HGNC:27272
ENPP7P2	HGNC:48685
SNRPCP10	HGNC:49825
NCOA4P4	HGNC:52405
